Drug1,DB_ID1,Drug2,DB_ID2,Cell.line,ZIP,Bliss,Loewe,HSA,ZIPclassification,blissclassification,loeweclassification,hsaclassification,synthetic,classification
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,HCT116,-2.34,-5.22,-8.59,-4.36,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,HCT116,-2.39,-5.93,-9.3,-5.06,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,HCT116,-4.92,-13.74,-28.86,-14.57,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,HCT116,-4.51,-12.38,-27.5,-13.21,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,HCT116,-4.38,-12.29,-27.42,-13.12,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,HCT116,-4.52,-12.53,-27.66,-13.37,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,BORTEZOMIB,DB00188,HCT116,-0.06,-2.88,-4.98,-1.65,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,BORTEZOMIB,DB00188,HCT116,-1.07,-4.08,-6.18,-2.85,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,DASATINIB,DB01254,HCT116,-1.12,-9.83,-76.26,-13.32,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,DASATINIB,DB01254,HCT116,-0.57,-12.95,-79.39,-16.45,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,DASATINIB,DB01254,HCT116,-0.09,-10.88,-77.31,-14.37,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,BORTEZOMIB,DB00188,HT144,0.7,6.05,0.98,6.25,1,1,1,1,4,synergy
CARBOPLATIN,DB00958,BORTEZOMIB,DB00188,HT144,0.45,5.15,0.08,5.35,1,1,1,1,4,synergy
DEXAMETHASONE,DB01234,DASATINIB,DB01254,HT144,9.36,11.94,2.53,0.6,1,1,1,1,4,synergy
ETOPOSIDE,DB00773,BORTEZOMIB,DB00188,HT144,-5.98,-2.34,-6.03,-0.8,-1,-1,-1,-1,-4,antagonism
METFORMIN,DB00331,BORTEZOMIB,DB00188,HT144,-0.98,-2.7,-6.57,-2.34,-1,-1,-1,-1,-4,antagonism
METFORMIN,DB00331,BORTEZOMIB,DB00188,HT144,-0.49,-1.16,-5.03,-0.8,-1,-1,-1,-1,-4,antagonism
METFORMIN,DB00331,BORTEZOMIB,DB00188,HT144,-2.09,-5.17,-9.03,-4.8,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,HT144,-0.67,-1.34,-6.47,-1.51,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,HT144,-0.18,-0.61,-5.74,-0.78,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,BORTEZOMIB,DB00188,HT144,-1.72,-5.54,-7.91,-3.79,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,BORTEZOMIB,DB00188,HT144,-1.78,-6.24,-8.61,-4.49,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,BORTEZOMIB,DB00188,HT144,-0.96,-2.56,-4.93,-0.81,-1,-1,-1,-1,-4,antagonism
BORTEZOMIB,DB00188,DASATINIB,DB01254,HT29,2.4,2.77,1.43,3.71,1,1,1,1,4,synergy
BORTEZOMIB,DB00188,DASATINIB,DB01254,HT29,2.77,2.72,1.38,3.65,1,1,1,1,4,synergy
CARBOPLATIN,DB00958,BORTEZOMIB,DB00188,HT29,-1.06,-0.33,-3.07,-0.48,-1,-1,-1,-1,-4,antagonism
DEXAMETHASONE,DB01234,BORTEZOMIB,DB00188,HT29,-0.04,-1.56,-50.64,-1.93,-1,-1,-1,-1,-4,antagonism
ETOPOSIDE,DB00773,BORTEZOMIB,DB00188,HT29,4.18,4.88,1.31,5.19,1,1,1,1,4,synergy
ETOPOSIDE,DB00773,DASATINIB,DB01254,HT29,4.05,3.13,7.35,9.46,1,1,1,1,4,synergy
ETOPOSIDE,DB00773,DASATINIB,DB01254,HT29,4.22,3.62,7.85,9.96,1,1,1,1,4,synergy
ETOPOSIDE,DB00773,DASATINIB,DB01254,HT29,2.61,2.61,6.84,8.95,1,1,1,1,4,synergy
ETOPOSIDE,DB00773,DASATINIB,DB01254,HT29,3.87,3.43,7.66,9.77,1,1,1,1,4,synergy
METFORMIN,DB00331,BORTEZOMIB,DB00188,HT29,-0.16,-0.71,-3.76,-1.31,-1,-1,-1,-1,-4,antagonism
METFORMIN,DB00331,BORTEZOMIB,DB00188,HT29,-0.83,-0.89,-3.93,-1.48,-1,-1,-1,-1,-4,antagonism
METFORMIN,DB00331,DASATINIB,DB01254,HT29,2.14,2.54,1.72,2.69,1,1,1,1,4,synergy
METFORMIN,DB00331,DASATINIB,DB01254,HT29,2.49,3.16,2.35,3.32,1,1,1,1,4,synergy
METFORMIN,DB00331,DASATINIB,DB01254,HT29,3.58,5.61,4.79,5.76,1,1,1,1,4,synergy
METFORMIN,DB00331,DASATINIB,DB01254,HT29,3.59,4.94,4.13,5.1,1,1,1,1,4,synergy
METHOTREXATE,DB00563,DASATINIB,DB01254,HT29,-8.44,-13.85,-12.43,-9.15,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,HT29,-7.59,-11.91,-10.48,-7.21,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,HT29,-4.9,-8.26,-6.84,-3.57,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,HT29,-6.96,-9.31,-7.89,-4.61,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,BORTEZOMIB,DB00188,HT29,-1.04,-3.85,-7.3,-3.15,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,BORTEZOMIB,DB00188,HT29,-1.56,-6.15,-9.6,-5.46,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,BORTEZOMIB,DB00188,HT29,3.54,5.61,2.16,6.31,1,1,1,1,4,synergy
VINBLASTINE,DB00570,DASATINIB,DB01254,HT29,-4.59,-8.58,-7.77,-5.92,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,DASATINIB,DB01254,HT29,-4.39,-8.19,-7.38,-5.53,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,DASATINIB,DB01254,HT29,-2.89,-6.48,-5.67,-3.82,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,DASATINIB,DB01254,HT29,-4.15,-7.85,-7.04,-5.19,-1,-1,-1,-1,-4,antagonism
BORTEZOMIB,DB00188,DASATINIB,DB01254,KPL1,5.13,5.48,2.73,5.74,1,1,1,1,4,synergy
BORTEZOMIB,DB00188,DASATINIB,DB01254,KPL1,2.28,4.54,1.79,4.8,1,1,1,1,4,synergy
BORTEZOMIB,DB00188,DASATINIB,DB01254,KPL1,-1.19,-0.38,-3.13,-0.12,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,BORTEZOMIB,DB00188,KPL1,3.57,5.3,0.8,2.39,1,1,1,1,4,synergy
CARBOPLATIN,DB00958,BORTEZOMIB,DB00188,KPL1,4.53,8.77,4.27,5.86,1,1,1,1,4,synergy
CARBOPLATIN,DB00958,BORTEZOMIB,DB00188,KPL1,5.78,11.42,6.92,8.5,1,1,1,1,4,synergy
CARBOPLATIN,DB00958,DASATINIB,DB01254,KPL1,2.42,9.8,4.16,7,1,1,1,1,4,synergy
CARBOPLATIN,DB00958,DASATINIB,DB01254,KPL1,1.02,8.67,3.03,5.87,1,1,1,1,4,synergy
DEXAMETHASONE,DB01234,BORTEZOMIB,DB00188,KPL1,2.79,2.49,3.03,5.27,1,1,1,1,4,synergy
DEXAMETHASONE,DB01234,BORTEZOMIB,DB00188,KPL1,-6.78,-7.31,-6.77,-4.53,-1,-1,-1,-1,-4,antagonism
DEXAMETHASONE,DB01234,BORTEZOMIB,DB00188,KPL1,-10.38,-7.39,-6.84,-4.6,-1,-1,-1,-1,-4,antagonism
DEXAMETHASONE,DB01234,DASATINIB,DB01254,KPL1,5.93,7.98,13.47,13.93,1,1,1,1,4,synergy
DEXAMETHASONE,DB01234,DASATINIB,DB01254,KPL1,16.13,16.35,21.84,22.3,1,1,1,1,4,synergy
DEXAMETHASONE,DB01234,DASATINIB,DB01254,KPL1,3.81,10.66,16.15,16.62,1,1,1,1,4,synergy
ETOPOSIDE,DB00773,BORTEZOMIB,DB00188,KPL1,-6.05,-2.64,-4.34,-1.36,-1,-1,-1,-1,-4,antagonism
ETOPOSIDE,DB00773,BORTEZOMIB,DB00188,KPL1,-8.35,-7.44,-9.15,-6.17,-1,-1,-1,-1,-4,antagonism
ETOPOSIDE,DB00773,DASATINIB,DB01254,KPL1,2.73,8.52,10.37,11.54,1,1,1,1,4,synergy
METFORMIN,DB00331,BORTEZOMIB,DB00188,KPL1,-5,-11.15,-15.39,-13.15,-1,-1,-1,-1,-4,antagonism
METFORMIN,DB00331,BORTEZOMIB,DB00188,KPL1,-5.34,-8.04,-12.28,-10.04,-1,-1,-1,-1,-4,antagonism
METFORMIN,DB00331,BORTEZOMIB,DB00188,KPL1,-1.56,-7.13,-11.37,-9.13,-1,-1,-1,-1,-4,antagonism
METFORMIN,DB00331,BORTEZOMIB,DB00188,KPL1,-5.83,-10.9,-15.14,-12.9,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,KPL1,-2.24,-3.53,-4.94,-0.41,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,KPL1,-3.24,-5.2,-6.61,-2.08,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,KPL1,-4.51,-7.02,-8.43,-3.9,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,KPL1,-3.64,-5.61,-7.02,-2.49,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,KPL1,-0.3,-2,-2.98,-0.38,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,KPL1,-1.01,-2.24,-3.21,-0.62,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,KPL1,-3.57,-4.04,-5.01,-2.42,-1,-1,-1,-1,-4,antagonism
BORTEZOMIB,DB00188,DASATINIB,DB01254,LNCAP,-8.87,-20.48,-23.58,-17.71,-1,-1,-1,-1,-4,antagonism
BORTEZOMIB,DB00188,DASATINIB,DB01254,LNCAP,-5.25,-9.25,-12.35,-6.48,-1,-1,-1,-1,-4,antagonism
BORTEZOMIB,DB00188,DASATINIB,DB01254,LNCAP,-6.47,-10.57,-13.67,-7.8,-1,-1,-1,-1,-4,antagonism
BORTEZOMIB,DB00188,DASATINIB,DB01254,LNCAP,-2.88,-3.37,-6.47,-0.61,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,BORTEZOMIB,DB00188,LNCAP,-3.58,-7.99,-8.32,-6.1,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,BORTEZOMIB,DB00188,LNCAP,-5.7,-19.64,-19.97,-17.75,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,BORTEZOMIB,DB00188,LNCAP,-2.22,-5.92,-6.25,-4.03,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,BORTEZOMIB,DB00188,LNCAP,-5.15,-7.62,-7.95,-5.73,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,DASATINIB,DB01254,LNCAP,-11.54,-18.54,-10.64,-9.79,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,DASATINIB,DB01254,LNCAP,-13.71,-13.36,-5.45,-4.61,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,DASATINIB,DB01254,LNCAP,-14.36,-15.82,-7.91,-7.07,-1,-1,-1,-1,-4,antagonism
DEXAMETHASONE,DB01234,BORTEZOMIB,DB00188,LNCAP,-1.35,-3.87,-56.34,-4.35,-1,-1,-1,-1,-4,antagonism
DEXAMETHASONE,DB01234,BORTEZOMIB,DB00188,LNCAP,-0.44,-3.04,-55.51,-3.51,-1,-1,-1,-1,-4,antagonism
DEXAMETHASONE,DB01234,DASATINIB,DB01254,LNCAP,-3.9,-7.32,-14.79,-7.07,-1,-1,-1,-1,-4,antagonism
DEXAMETHASONE,DB01234,DASATINIB,DB01254,LNCAP,-10.05,-8.12,-15.6,-7.88,-1,-1,-1,-1,-4,antagonism
DEXAMETHASONE,DB01234,DASATINIB,DB01254,LNCAP,-11.88,-9.48,-16.96,-9.23,-1,-1,-1,-1,-4,antagonism
DEXAMETHASONE,DB01234,DASATINIB,DB01254,LNCAP,-11.88,-23.99,-31.46,-23.74,-1,-1,-1,-1,-4,antagonism
ETOPOSIDE,DB00773,BORTEZOMIB,DB00188,LNCAP,2.75,4.36,0.25,7.27,1,1,1,1,4,synergy
ETOPOSIDE,DB00773,BORTEZOMIB,DB00188,LNCAP,-1.56,-4.96,-9.07,-2.05,-1,-1,-1,-1,-4,antagonism
METFORMIN,DB00331,BORTEZOMIB,DB00188,LNCAP,-3.85,-5.33,-31.44,-4.32,-1,-1,-1,-1,-4,antagonism
METFORMIN,DB00331,BORTEZOMIB,DB00188,LNCAP,-3.13,-5.83,-31.94,-4.82,-1,-1,-1,-1,-4,antagonism
METFORMIN,DB00331,BORTEZOMIB,DB00188,LNCAP,-0.28,-4.21,-30.32,-3.2,-1,-1,-1,-1,-4,antagonism
METFORMIN,DB00331,DASATINIB,DB01254,LNCAP,-6.57,-9.33,-15.58,-4.99,-1,-1,-1,-1,-4,antagonism
METFORMIN,DB00331,DASATINIB,DB01254,LNCAP,-7.62,-10.05,-16.3,-5.71,-1,-1,-1,-1,-4,antagonism
METFORMIN,DB00331,DASATINIB,DB01254,LNCAP,-6.23,-9.98,-16.23,-5.64,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,LNCAP,-4.93,-13.98,-19.61,-11.34,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,LNCAP,-3.83,-10.12,-15.75,-7.47,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,LNCAP,-7.95,-13.01,-18.65,-10.37,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,LNCAP,-3.49,-8.16,-13.79,-5.52,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,LNCAP,-8.34,-12.28,-10.25,-4.79,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,BORTEZOMIB,DB00188,LNCAP,-13.8,-39.83,-39.94,-37.15,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,BORTEZOMIB,DB00188,LNCAP,-16.02,-29.52,-29.63,-26.84,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,BORTEZOMIB,DB00188,LNCAP,-21.91,-53.48,-53.59,-50.8,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,BORTEZOMIB,DB00188,LNCAP,-19.68,-58.36,-58.47,-55.68,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,DASATINIB,DB01254,LNCAP,-11.06,-17.31,-12.27,-7.77,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,DASATINIB,DB01254,LNCAP,-7.48,-10.94,-5.9,-1.41,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,DASATINIB,DB01254,LNCAP,-7.62,-9.72,-4.68,-0.19,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,DASATINIB,DB01254,LNCAP,-6.37,-11.26,-6.22,-1.73,-1,-1,-1,-1,-4,antagonism
BORTEZOMIB,DB00188,DASATINIB,DB01254,LOVO,2.2,2.83,2.25,4.69,1,1,1,1,4,synergy
CARBOPLATIN,DB00958,BORTEZOMIB,DB00188,LOVO,1.09,2.26,0.21,3.69,1,1,1,1,4,synergy
CARBOPLATIN,DB00958,BORTEZOMIB,DB00188,LOVO,3.09,3.84,1.79,5.27,1,1,1,1,4,synergy
CARBOPLATIN,DB00958,DASATINIB,DB01254,LOVO,1.06,1.04,4.98,6.85,1,1,1,1,4,synergy
CARBOPLATIN,DB00958,DASATINIB,DB01254,LOVO,1.84,0.93,4.87,6.74,1,1,1,1,4,synergy
DEXAMETHASONE,DB01234,BORTEZOMIB,DB00188,LOVO,-4.15,-3.74,-3.67,-2,-1,-1,-1,-1,-4,antagonism
DEXAMETHASONE,DB01234,BORTEZOMIB,DB00188,LOVO,-5.01,-10.29,-10.21,-8.55,-1,-1,-1,-1,-4,antagonism
DEXAMETHASONE,DB01234,BORTEZOMIB,DB00188,LOVO,-4.6,-2.07,-2,-0.34,-1,-1,-1,-1,-4,antagonism
DEXAMETHASONE,DB01234,BORTEZOMIB,DB00188,LOVO,-4.49,-4.26,-4.19,-2.52,-1,-1,-1,-1,-4,antagonism
DEXAMETHASONE,DB01234,DASATINIB,DB01254,LOVO,6.87,6.79,4.46,14.08,1,1,1,1,4,synergy
DEXAMETHASONE,DB01234,DASATINIB,DB01254,LOVO,6.41,6.42,4.09,13.71,1,1,1,1,4,synergy
DEXAMETHASONE,DB01234,DASATINIB,DB01254,LOVO,9.46,6.32,3.99,13.61,1,1,1,1,4,synergy
DEXAMETHASONE,DB01234,DASATINIB,DB01254,LOVO,4.98,4.85,2.52,12.14,1,1,1,1,4,synergy
ETOPOSIDE,DB00773,BORTEZOMIB,DB00188,LOVO,-0.99,-3.64,-4,-1.82,-1,-1,-1,-1,-4,antagonism
ETOPOSIDE,DB00773,BORTEZOMIB,DB00188,LOVO,-0.67,-2.41,-2.77,-0.6,-1,-1,-1,-1,-4,antagonism
ETOPOSIDE,DB00773,BORTEZOMIB,DB00188,LOVO,2.01,0.93,0.57,2.75,1,1,1,1,4,synergy
ETOPOSIDE,DB00773,BORTEZOMIB,DB00188,LOVO,-2.23,-4.15,-4.51,-2.34,-1,-1,-1,-1,-4,antagonism
METFORMIN,DB00331,BORTEZOMIB,DB00188,LOVO,-1.88,-6.45,-6.19,-4.75,-1,-1,-1,-1,-4,antagonism
METFORMIN,DB00331,BORTEZOMIB,DB00188,LOVO,-1.4,-4.09,-3.83,-2.38,-1,-1,-1,-1,-4,antagonism
METFORMIN,DB00331,BORTEZOMIB,DB00188,LOVO,-1.76,-5.29,-5.03,-3.58,-1,-1,-1,-1,-4,antagonism
METFORMIN,DB00331,BORTEZOMIB,DB00188,LOVO,-2.88,-10.27,-10.02,-8.57,-1,-1,-1,-1,-4,antagonism
METFORMIN,DB00331,DASATINIB,DB01254,LOVO,-3.63,-4.96,-12.69,-2.5,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,LOVO,-0.42,-11.24,-60.13,-11.01,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,LOVO,-2.15,-4.4,-9.27,-4.22,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,LOVO,-0.17,-2.32,-7.19,-2.14,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,LOVO,-0.93,-5.07,-9.94,-4.89,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,LOVO,-1.46,-2.87,-7.74,-2.69,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,BORTEZOMIB,DB00188,LOVO,-0.05,-5.27,-6.46,-3.46,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,BORTEZOMIB,DB00188,LOVO,-0.87,-5.26,-6.45,-3.45,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,BORTEZOMIB,DB00188,LOVO,2.4,2.04,0.85,3.85,1,1,1,1,4,synergy
BORTEZOMIB,DB00188,DASATINIB,DB01254,MDAMB436,6.11,8.3,0.7,9.47,1,1,1,1,4,synergy
CARBOPLATIN,DB00958,DASATINIB,DB01254,MDAMB436,2.84,2.96,7.21,8.93,1,1,1,1,4,synergy
DEXAMETHASONE,DB01234,DASATINIB,DB01254,MDAMB436,-5.19,-1.3,-10.78,-3.36,-1,-1,-1,-1,-4,antagonism
DEXAMETHASONE,DB01234,DASATINIB,DB01254,MDAMB436,-1.77,-1.83,-11.31,-3.89,-1,-1,-1,-1,-4,antagonism
DEXAMETHASONE,DB01234,DASATINIB,DB01254,MDAMB436,-5.19,-2.89,-12.37,-4.95,-1,-1,-1,-1,-4,antagonism
ETOPOSIDE,DB00773,DASATINIB,DB01254,MDAMB436,0.36,1.37,1.93,7.83,1,1,1,1,4,synergy
METFORMIN,DB00331,DASATINIB,DB01254,MDAMB436,5.08,9.75,7.49,10.13,1,1,1,1,4,synergy
METFORMIN,DB00331,DASATINIB,DB01254,MDAMB436,4.5,10.72,8.46,11.1,1,1,1,1,4,synergy
METFORMIN,DB00331,DASATINIB,DB01254,MDAMB436,4.25,7.54,5.28,7.93,1,1,1,1,4,synergy
METHOTREXATE,DB00563,BORTEZOMIB,DB00188,MDAMB436,-1.83,-3.83,-6.88,-1.18,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,MDAMB436,-6.39,-7.79,-24.14,-2.31,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,MDAMB436,-5.39,-7.37,-23.72,-1.89,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,MDAMB436,-5.93,-7.18,-23.53,-1.7,-1,-1,-1,-1,-4,antagonism
METHOTREXATE,DB00563,DASATINIB,DB01254,MDAMB436,-6.62,-8.01,-24.36,-2.53,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,BORTEZOMIB,DB00188,MDAMB436,3.2,5.61,0.46,5.3,1,1,1,1,4,synergy
VINBLASTINE,DB00570,BORTEZOMIB,DB00188,MDAMB436,5.11,5.93,0.78,5.62,1,1,1,1,4,synergy
VINBLASTINE,DB00570,DASATINIB,DB01254,MDAMB436,-6.51,-0.81,-8.95,-0.7,-1,-1,-1,-1,-4,antagonism
VINBLASTINE,DB00570,DASATINIB,DB01254,MDAMB436,2.69,8.17,0.04,8.29,1,1,1,1,4,synergy
BORTEZOMIB,DB00188,DASATINIB,DB01254,MSTO,19.57,15.43,15.05,19.3,1,1,1,1,4,synergy
BORTEZOMIB,DB00188,DASATINIB,DB01254,MSTO,20.25,15.68,15.3,19.56,1,1,1,1,4,synergy
BORTEZOMIB,DB00188,DASATINIB,DB01254,MSTO,25.35,21.23,20.84,25.1,1,1,1,1,4,synergy
BORTEZOMIB,DB00188,DASATINIB,DB01254,MSTO,16.03,15.47,15.08,19.34,1,1,1,1,4,synergy
CARBOPLATIN,DB00958,BORTEZOMIB,DB00188,MSTO,14.11,13.52,1.74,13.8,1,1,1,1,4,synergy
CARBOPLATIN,DB00958,BORTEZOMIB,DB00188,MSTO,12.73,13.19,1.4,13.47,1,1,1,1,4,synergy
CARBOPLATIN,DB00958,BORTEZOMIB,DB00188,MSTO,18.15,20.2,8.42,20.48,1,1,1,1,4,synergy
CARBOPLATIN,DB00958,BORTEZOMIB,DB00188,MSTO,15.94,18.7,6.92,18.98,1,1,1,1,4,synergy
CARBOPLATIN,DB00958,DASATINIB,DB01254,MSTO,8.95,9.01,13.51,14.47,1,1,1,1,4,synergy
CARBOPLATIN,DB00958,DASATINIB,DB01254,MSTO,15.55,15.71,20.21,21.17,1,1,1,1,4,synergy
CARBOPLATIN,DB00958,DASATINIB,DB01254,MSTO,16.9,16.86,21.36,22.31,1,1,1,1,4,synergy
CARBOPLATIN,DB00958,DASATINIB,DB01254,MSTO,23.27,17.16,21.66,22.62,1,1,1,1,4,synergy
DEXAMETHASONE,DB01234,DASATINIB,DB01254,MSTO,3.19,0.37,7.56,13.01,1,1,1,1,4,synergy
DEXAMETHASONE,DB01234,DASATINIB,DB01254,MSTO,8.07,5.73,12.92,18.36,1,1,1,1,4,synergy
DEXAMETHASONE,DB01234,DASATINIB,DB01254,MSTO,5.36,3.5,10.69,16.13,1,1,1,1,4,synergy
DEXAMETHASONE,DB01234,DASATINIB,DB01254,MSTO,4.48,0.86,8.05,13.5,1,1,1,1,4,synergy
ETOPOSIDE,DB00773,BORTEZOMIB,DB00188,MSTO,9.84,6.83,3.41,9.31,1,1,1,1,4,synergy
ETOPOSIDE,DB00773,BORTEZOMIB,DB00188,MSTO,15.59,11.57,8.15,14.05,1,1,1,1,4,synergy
ETOPOSIDE,DB00773,BORTEZOMIB,DB00188,MSTO,13.65,13.68,10.25,16.16,1,1,1,1,4,synergy
ETOPOSIDE,DB00773,BORTEZOMIB,DB00188,MSTO,9.3,5.36,1.94,7.84,1,1,1,1,4,synergy
ETOPOSIDE,DB00773,DASATINIB,DB01254,MSTO,8.08,1.52,8.87,12.18,1,1,1,1,4,synergy
ETOPOSIDE,DB00773,DASATINIB,DB01254,MSTO,14.87,11.87,19.22,22.53,1,1,1,1,4,synergy
ETOPOSIDE,DB00773,DASATINIB,DB01254,MSTO,14.31,10.86,18.21,21.52,1,1,1,1,4,synergy
ETOPOSIDE,DB00773,DASATINIB,DB01254,MSTO,15.34,12.01,19.36,22.67,1,1,1,1,4,synergy
METFORMIN,DB00331,DASATINIB,DB01254,MSTO,38.23,33.54,28.26,33.8,1,1,1,1,4,synergy
METFORMIN,DB00331,DASATINIB,DB01254,MSTO,32.96,32.67,27.39,32.93,1,1,1,1,4,synergy
METFORMIN,DB00331,DASATINIB,DB01254,MSTO,39.37,35.68,30.41,35.95,1,1,1,1,4,synergy
METFORMIN,DB00331,DASATINIB,DB01254,MSTO,27.3,22.51,17.23,22.77,1,1,1,1,4,synergy
VINBLASTINE,DB00570,DASATINIB,DB01254,MSTO,17.24,17.89,14.91,22.02,1,1,1,1,4,synergy
VINBLASTINE,DB00570,DASATINIB,DB01254,MSTO,24.29,19.77,16.79,23.9,1,1,1,1,4,synergy
VINBLASTINE,DB00570,DASATINIB,DB01254,MSTO,25.13,20.91,17.93,25.04,1,1,1,1,4,synergy
VINBLASTINE,DB00570,DASATINIB,DB01254,MSTO,24.11,16.26,13.28,20.4,1,1,1,1,4,synergy
CARBOPLATIN,DB00958,BORTEZOMIB,DB00188,NCIH1650,-1.35,-3.11,-10.3,-3.14,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,BORTEZOMIB,DB00188,NCIH1650,-0.23,-1.28,-8.48,-1.32,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,BORTEZOMIB,DB00188,NCIH1650,-1.85,-3.29,-10.49,-3.33,-1,-1,-1,-1,-4,antagonism
CARBOPLATIN,DB00958,BORTEZOMIB,DB00188,NCIH1650,-1.23,-2.37,-9.57,-2.41,-1,-1,-1,-1,-4,antagonism
DEXAMETHASONE,DB01234,BORTEZOMIB,DB00188,NCIH1650,-1.71,-5.06,-28.4,-4.57,-1,-1,-1,-1,-4,antagonism
DEXAMETHASONE,DB01234,BORTEZOMIB,DB00188,NCIH1650,-2.14,-7.53,-30.86,-7.03,-1,-1,-1,-1,-4,antagonism
